1000 0 1
997 1000 1
994 2000 1
991 3000 1
988 4000 1
985 5000 1
982 6000 1
979 7000 1
976 8000 1
973 9000 1
970 10000 1
967 11000 1
964 12000 1
961 13000 1
958 14000 1
955 15000 1
952 16000 1
949 17000 1
946 18000 1
943 19000 1
940 20000 1
937 21000 1
934 22000 1
931 23000 1
929 24000 1
927 25000 1
926 26000 1
925 27000 1
925 28000 1
925 29000 1
925 30000 1
925 31000 1
925 32000 1
925 33000 1
925 34000 1
925 35000 1
925 36000 1
925 37000 1
925 38000 1
925 39000 1
925 40000 1
925 41000 1
924 42000 1
923 43000 1
921 44000 1
919 45000 1
916 46000 1
913 47000 1
910 48000 1
907 49000 1
904 50000 1
901 51000 1
898 52000 1
895 53000 1
892 54000 1
889 55000 1
886 56000 1
883 57000 1
880 58000 1
877 59000 1
874 60000 1
871 61000 1
868 62000 1
865 63000 1
862 64000 1
859 65000 1
856 66000 1
853 67000 1
850 68000 1
847 69000 1
844 70000 1
841 71000 1
838 72000 1
835 73000 1
832 74000 1
829 75000 1
826 76000 1
823 77000 1
820 78000 1
817 79000 1
814 80000 1
811 81000 1
808 82000 1
805 83000 1
802 84000 1
799 85000 1
796 86000 1
793 87000 1
790 88000 1
787 89000 1
784 90000 1
781 91000 1
778 92000 1
775 93000 1
772 94000 1
769 95000 1
766 96000 1
763 97000 1
760 98000 1
757 99000 1
754 100000 1
751 101000 1
748 102000 1
745 103000 1
742 104000 1
739 105000 1
736 106000 1
733 107000 1
730 108000 1
727 109000 1
724 110000 1
721 111000 1
718 112000 1
715 113000 1
712 114000 1
709 115000 1
706 116000 1
704 117000 1
702 118000 1
701 119000 1
701 120000 1
701 121000 1
701 122000 1
701 123000 1
701 124000 1
701 125000 1
701 126000 1
701 127000 1
701 128000 1
701 129000 1
701 130000 1
701 131000 1
701 132000 1
701 133000 1
700 134000 1
700 135000 1
700 136000 1
700 137000 1
700 138000 1
700 139000 1
700 140000 1
700 141000 1
700 142000 1
699 143000 1
698 144000 1
696 145000 1
694 146000 1
691 147000 1
688 148000 1
685 149000 1
682 150000 1
679 151000 1
676 152000 1
673 153000 1
670 154000 1
667 155000 1
664 156000 1
661 157000 1
658 158000 1
655 159000 1
652 160000 1
649 161000 1
646 162000 1
643 163000 1
640 164000 1
637 165000 1
634 166000 1
631 167000 1
628 168000 1
625 169000 1
622 170000 1
619 171000 1
616 172000 1
613 173000 1
610 174000 1
607 175000 1
604 176000 1
601 177000 1
598 178000 1
595 179000 1
592 180000 1
589 181000 1
586 182000 1
583 183000 1
580 184000 1
577 185000 1
574 186000 1
571 187000 1
568 188000 1
565 189000 1
562 190000 1
559 191000 1
556 192000 1
553 193000 1
550 194000 1
547 195000 1
544 196000 1
541 197000 1
538 198000 1
535 199000 1
532 200000 1
529 201000 1
526 202000 1
523 203000 1
520 204000 1
517 205000 1
514 206000 1
511 207000 1
508 208000 1
505 209000 1
502 210000 1
499 211000 1
496 212000 1
493 213000 1
490 214000 1
487 215000 1
484 216000 1
481 217000 1
478 218000 1
475 219000 1
472 220000 1
469 221000 1
467 222000 1
465 223000 1
464 224000 1
463 225000 1
463 226000 1
463 227000 1
463 228000 1
463 229000 1
463 230000 1
463 231000 1
463 232000 1
463 233000 1
463 234000 1
463 235000 1
463 236000 1
463 237000 1
463 238000 1
463 239000 1
462 240000 1
461 241000 1
459 242000 1
457 243000 1
454 244000 1
451 245000 1
448 246000 1
445 247000 1
442 248000 1
439 249000 1
436 250000 1
433 251000 1
430 252000 1
427 253000 1
424 254000 1
421 255000 1
418 256000 1
415 257000 1
412 258000 1
409 259000 1
406 260000 1
403 261000 1
400 262000 1
397 263000 1
394 264000 1
391 265000 1
388 266000 1
385 267000 1
382 268000 1
379 269000 1
376 270000 1
373 271000 1
370 272000 1
367 273000 1
364 274000 1
361 275000 1
358 276000 1
355 277000 1
352 278000 1
349 279000 1
346 280000 1
343 281000 1
340 282000 1
337 283000 1
334 284000 1
331 285000 1
328 286000 1
325 287000 1
322 288000 1
319 289000 1
316 290000 1
313 291000 1
310 292000 1
307 293000 1
304 294000 1
301 295000 1
298 296000 1
295 297000 1
292 298000 1
289 299000 1
286 300000 1
283 301000 1
280 302000 1
277 303000 1
274 304000 1
271 305000 1
268 306000 1
265 307000 1
262 308000 1
259 309000 1
256 310000 1
253 311000 1
250 312000 1
247 313000 1
244 314000 1
241 315000 1
238 316000 1
235 317000 1
232 318000 1
229 319000 1
226 320000 1
223 321000 1
220 322000 1
218 323000 1
216 324000 1
214 325000 1
213 326000 1
212 327000 1
212 328000 1
212 329000 1
212 330000 1
212 331000 1
212 332000 1
212 333000 1
212 334000 1
212 335000 1
212 336000 1
212 337000 1
212 338000 1
212 339000 1
212 340000 1
212 341000 1
212 342000 1
212 343000 1
212 344000 1
212 345000 1
212 346000 1
212 347000 1
212 348000 1
212 349000 1
212 350000 1
212 351000 1
212 352000 1
211 353000 1
210 354000 1
209 355000 1
207 356000 1
205 357000 1
202 358000 1
199 359000 1
196 360000 1
193 361000 1
190 362000 1
187 363000 1
184 364000 1
181 365000 1
178 366000 1
175 367000 1
172 368000 1
169 369000 1
166 370000 1
163 371000 1
160 372000 1
157 373000 1
154 374000 1
151 375000 1
148 376000 1
145 377000 1
142 378000 1
139 379000 1
136 380000 1
133 381000 1
130 382000 1
127 383000 1
124 384000 1
121 385000 1
118 386000 1
115 387000 1
112 388000 1
109 389000 1
106 390000 1
103 391000 1
100 392000 1
97 393000 1
94 394000 1
91 395000 1
88 396000 1
85 397000 1
82 398000 1
79 399000 1
76 400000 1
73 401000 1
70 402000 1
67 403000 1
64 404000 1
61 405000 1
58 406000 1
55 407000 1
52 408000 1
49 409000 1
46 410000 1
43 411000 1
40 412000 1
37 413000 1
34 414000 1
31 415000 1
28 416000 1
25 417000 1
22 418000 1
19 419000 1
17 420000 1
15 421000 1
14 422000 1
13 423000 1
12 424000 1
12 425000 1
12 426000 1
12 427000 1
12 428000 1
12 429000 1
12 430000 1
12 431000 1
12 432000 1
12 433000 1
12 434000 1
11 435000 1
10 436000 1
8 437000 1
6 438000 1
4 439000 1
1 440000 1
0 441000 1
-1 442000 1
